id,focus,signal,slack,drag,confidence,score,lane
l001,retry pressure,35,33,6,25,232,ship
l002,route drift,35,34,6,55,294,ship
l003,socket risk,35,35,6,85,356,ship
l004,packet span,35,36,18,25,190,ship
l005,retry pressure,35,37,18,55,252,ship
l006,route drift,35,38,18,85,314,ship
l007,socket risk,35,39,34,25,132,watch
l008,packet span,35,40,34,55,194,ship
l009,retry pressure,35,41,34,85,256,ship
l010,route drift,60,42,6,25,350,ship
l011,socket risk,60,43,6,55,412,ship
l012,packet span,60,44,6,85,474,ship
l013,retry pressure,60,45,18,25,308,ship
l014,route drift,60,46,18,55,370,ship
l015,socket risk,60,47,18,85,432,ship
l016,packet span,60,48,34,25,250,ship
l017,retry pressure,60,32,34,55,278,ship
l018,route drift,60,33,34,85,340,ship
l019,socket risk,85,34,6,25,434,ship
l020,packet span,85,35,6,55,496,ship
l021,retry pressure,85,36,6,85,558,ship
l022,route drift,85,37,18,25,392,ship
l023,socket risk,85,38,18,55,454,ship
l024,packet span,85,39,18,85,516,ship
l025,retry pressure,85,40,34,25,334,ship
l026,route drift,85,41,34,55,396,ship
l027,socket risk,85,42,34,85,458,ship
